Churn,customer.tenure,account.Charges.Monthly,account.Contract,customer.SeniorCitizen,internet.InternetService,account.PaymentMethod
No,1,20.45,Month-to-month,0,No,Mailed check
No,32,93.5,Month-to-month,1,Fiber optic,Electronic check
No,1,54.65,Month-to-month,0,DSL,Electronic check
No,63,71.9,Two year,0,DSL,Bank transfer (automatic)
No,72,116.4,Two year,0,Fiber optic,Credit card (automatic)
No,53,105.55,Two year,0,Fiber optic,Electronic check
Yes,1,69.25,Month-to-month,1,Fiber optic,Electronic check
No,50,75.5,One year,0,DSL,Electronic check
Yes,15,101.1,Month-to-month,0,Fiber optic,Electronic check
No,21,86.05,Month-to-month,0,Fiber optic,Electronic check
Yes,1,95.0,Month-to-month,0,Fiber optic,Electronic check
Yes,2,70.75,Month-to-month,1,Fiber optic,Electronic check
Yes,65,72.45,One year,0,DSL,Credit card (automatic)
No,52,85.8,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,13,83.2,Month-to-month,0,Fiber optic,Electronic check
No,4,19.65,Month-to-month,0,No,Mailed check
Yes,46,110.0,One year,1,Fiber optic,Electronic check
Yes,53,94.85,One year,0,Fiber optic,Bank transfer (automatic)
No,40,105.95,One year,0,Fiber optic,Credit card (automatic)
No,23,54.15,Month-to-month,0,DSL,Electronic check
Yes,4,85.65,Month-to-month,0,Fiber optic,Electronic check
No,57,58.75,Month-to-month,0,DSL,Bank transfer (automatic)
,71,85.45,One year,0,DSL,Electronic check
No,49,95.4,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,9,68.25,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,4,101.7,Month-to-month,0,Fiber optic,Electronic check
No,61,20.25,Two year,0,No,Credit card (automatic)
No,70,75.5,Two year,1,DSL,Bank transfer (automatic)
No,13,65.85,Month-to-month,0,DSL,Electronic check
No,34,65.0,Month-to-month,0,DSL,Mailed check
Yes,9,74.55,Month-to-month,1,Fiber optic,Electronic check
No,57,93.75,Two year,1,Fiber optic,Electronic check
Yes,12,61.65,Month-to-month,0,DSL,Mailed check
No,7,100.4,Month-to-month,0,Fiber optic,Electronic check
Yes,4,74.9,Month-to-month,1,Fiber optic,Electronic check
Yes,1,74.45,Month-to-month,1,Fiber optic,Electronic check
No,44,85.25,One year,0,DSL,Bank transfer (automatic)
No,45,34.2,One year,1,DSL,Electronic check
No,36,89.65,One year,0,DSL,Credit card (automatic)
Yes,55,100.0,One year,1,Fiber optic,Electronic check
No,69,97.65,Two year,0,Fiber optic,Credit card (automatic)
Yes,9,79.9,Month-to-month,0,Fiber optic,Electronic check
No,71,90.3,Two year,0,DSL,Credit card (automatic)
No,30,94.3,Month-to-month,0,Fiber optic,Credit card (automatic)
No,52,20.4,One year,0,No,Electronic check
No,52,25.05,Two year,0,No,Bank transfer (automatic)
Yes,24,55.65,Month-to-month,0,DSL,Bank transfer (automatic)
No,3,70.7,Month-to-month,0,DSL,Mailed check
No,72,53.8,Two year,0,DSL,Credit card (automatic)
No,72,99.15,Two year,0,Fiber optic,Electronic check
Yes,4,50.05,Month-to-month,0,DSL,Mailed check
Yes,1,82.3,Month-to-month,0,Fiber optic,Electronic check
No,51,69.75,One year,0,DSL,Credit card (automatic)
No,51,56.15,One year,0,DSL,Electronic check
No,72,86.65,Two year,0,DSL,Bank transfer (automatic)
No,64,86.8,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,2,25.05,Month-to-month,0,DSL,Electronic check
Yes,70,109.5,One year,0,Fiber optic,Bank transfer (automatic)
No,13,45.3,Month-to-month,1,DSL,Electronic check
No,52,91.25,One year,0,Fiber optic,Electronic check
No,7,20.75,Month-to-month,0,No,Mailed check
No,4,19.9,Two year,0,No,Mailed check
Yes,2,95.85,Month-to-month,0,Fiber optic,Electronic check
No,46,33.7,One year,0,DSL,Credit card (automatic)
No,54,63.35,Two year,0,DSL,Credit card (automatic)
Yes,1,19.3,Month-to-month,0,No,Electronic check
No,72,65.7,Two year,0,DSL,Bank transfer (automatic)
,34,26.1,Two year,0,No,Bank transfer (automatic)
No,66,74.6,Two year,0,DSL,Credit card (automatic)
No,16,112.95,Month-to-month,0,Fiber optic,Electronic check
Yes,3,88.35,Month-to-month,0,Fiber optic,Mailed check
No,11,65.15,Month-to-month,0,DSL,Bank transfer (automatic)
No,71,59.7,Two year,0,DSL,Bank transfer (automatic)
Yes,9,34.7,Month-to-month,0,DSL,Credit card (automatic)
No,57,20.65,Two year,0,No,Bank transfer (automatic)
Yes,9,100.5,Month-to-month,1,Fiber optic,Electronic check
No,62,23.75,One year,0,No,Credit card (automatic)
No,72,19.9,Two year,0,No,Credit card (automatic)
No,66,108.1,One year,1,Fiber optic,Bank transfer (automatic)
Yes,16,39.0,Month-to-month,1,DSL,Mailed check
No,16,20.6,Month-to-month,0,No,Credit card (automatic)
No,58,19.55,One year,0,No,Electronic check
No,4,80.15,Month-to-month,0,Fiber optic,Electronic check
No,72,20.3,Two year,0,No,Bank transfer (automatic)
No,67,109.9,One year,0,Fiber optic,Credit card (automatic)
No,71,90.4,Two year,0,DSL,Electronic check
No,72,25.4,Two year,1,No,Bank transfer (automatic)
No,15,46.3,Month-to-month,0,DSL,Electronic check
No,11,25.2,Month-to-month,0,DSL,Electronic check
No,43,24.45,One year,0,No,Bank transfer (automatic)
Yes,3,55.1,Month-to-month,0,DSL,Mailed check
No,24,78.4,One year,0,DSL,Electronic check
No,52,74.0,One year,0,DSL,Credit card (automatic)
No,13,30.15,Month-to-month,0,DSL,Electronic check
Yes,1,70.85,Month-to-month,1,Fiber optic,Mailed check
No,55,77.8,Two year,0,DSL,Bank transfer (automatic)
No,42,99.0,Two year,0,Fiber optic,Credit card (automatic)
No,2,20.75,Month-to-month,0,No,Mailed check
No,1,75.5,Month-to-month,0,DSL,Electronic check
Yes,27,81.45,Month-to-month,1,Fiber optic,Electronic check
No,17,66.7,Month-to-month,0,DSL,Mailed check
Yes,2,34.7,Month-to-month,0,DSL,Electronic check
No,27,83.85,Month-to-month,1,DSL,Electronic check
Yes,52,49.15,Month-to-month,1,DSL,Electronic check
No,45,96.75,One year,0,Fiber optic,Bank transfer (automatic)
No,71,19.1,Two year,0,No,Credit card (automatic)
No,36,18.55,Two year,0,No,Credit card (automatic)
No,15,20.1,One year,0,No,Credit card (automatic)
No,20,89.4,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,71,19.8,Two year,0,No,Mailed check
No,24,21.05,One year,0,No,Bank transfer (automatic)
No,71,111.25,Two year,0,Fiber optic,Electronic check
Yes,9,40.65,Month-to-month,0,DSL,Mailed check
No,66,89.9,Two year,0,DSL,Credit card (automatic)
No,30,19.4,Two year,0,No,Credit card (automatic)
No,47,86.95,One year,0,DSL,Bank transfer (automatic)
No,7,75.35,Month-to-month,0,Fiber optic,Electronic check
,2,45.0,Month-to-month,0,DSL,Electronic check
Yes,1,35.55,Month-to-month,0,DSL,Electronic check
No,46,44.95,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,53,85.45,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,62,20.0,Two year,0,No,Bank transfer (automatic)
No,70,48.4,Two year,0,DSL,Bank transfer (automatic)
No,16,94.65,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,15,58.95,Month-to-month,0,DSL,Electronic check
No,45,100.3,One year,0,Fiber optic,Electronic check
No,72,105.6,Two year,0,Fiber optic,Bank transfer (automatic)
No,13,19.55,Two year,0,No,Mailed check
No,6,60.9,Month-to-month,0,DSL,Mailed check
No,18,20.05,One year,0,No,Bank transfer (automatic)
No,68,103.75,Two year,0,Fiber optic,Credit card (automatic)
No,64,113.35,One year,0,Fiber optic,Electronic check
Yes,34,64.4,One year,0,DSL,Mailed check
No,5,75.15,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,20,82.4,Month-to-month,0,Fiber optic,Electronic check
No,64,104.05,Two year,0,Fiber optic,Credit card (automatic)
No,26,85.7,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,5,53.85,Month-to-month,0,DSL,Credit card (automatic)
No,2,20.05,Month-to-month,0,No,Mailed check
Yes,13,102.25,Month-to-month,0,Fiber optic,Credit card (automatic)
No,59,69.1,One year,0,DSL,Mailed check
No,17,65.75,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,9,79.55,Month-to-month,0,Fiber optic,Electronic check
Yes,10,84.6,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,5,85.4,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,54,103.95,One year,0,Fiber optic,Bank transfer (automatic)
No,56,86.4,Month-to-month,0,Fiber optic,Electronic check
Yes,4,101.15,Month-to-month,0,Fiber optic,Electronic check
Yes,2,19.5,Month-to-month,0,No,Mailed check
No,62,69.4,Two year,0,DSL,Bank transfer (automatic)
Yes,27,101.25,Month-to-month,1,Fiber optic,Electronic check
Yes,1,45.7,Month-to-month,0,DSL,Mailed check
No,53,93.45,One year,0,Fiber optic,Electronic check
Yes,54,104.3,Month-to-month,0,Fiber optic,Electronic check
No,23,64.9,One year,0,DSL,Bank transfer (automatic)
No,6,19.45,One year,0,No,Mailed check
No,8,44.55,Two year,0,DSL,Mailed check
Yes,11,99.5,Month-to-month,0,Fiber optic,Electronic check
No,61,96.5,One year,0,Fiber optic,Bank transfer (automatic)
No,34,100.85,Month-to-month,0,Fiber optic,Electronic check
No,56,105.35,Month-to-month,0,Fiber optic,Mailed check
No,38,20.1,One year,0,No,Mailed check
No,69,20.2,Two year,0,No,Bank transfer (automatic)
No,72,115.15,Two year,0,Fiber optic,Bank transfer (automatic)
No,70,113.0,Two year,1,Fiber optic,Credit card (automatic)
No,7,29.8,Month-to-month,0,DSL,Mailed check
No,61,80.8,Two year,0,DSL,Bank transfer (automatic)
,64,115.1,Two year,0,Fiber optic,Bank transfer (automatic)
No,55,85.5,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,61,69.9,Two year,0,DSL,Mailed check
No,14,95.8,Month-to-month,1,Fiber optic,Electronic check
Yes,72,104.15,Two year,1,Fiber optic,Bank transfer (automatic)
No,22,83.05,Month-to-month,0,Fiber optic,Electronic check
Yes,3,83.75,Month-to-month,0,Fiber optic,Electronic check
No,60,89.45,Month-to-month,1,Fiber optic,Electronic check
Yes,3,75.25,Month-to-month,0,Fiber optic,Electronic check
No,1,19.55,Month-to-month,0,No,Mailed check
Yes,7,74.65,Month-to-month,0,Fiber optic,Mailed check
No,4,29.9,Month-to-month,1,DSL,Electronic check
No,13,80.5,Month-to-month,0,Fiber optic,Electronic check
No,3,50.15,Month-to-month,0,DSL,Mailed check
No,63,89.6,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,36,76.35,One year,0,DSL,Mailed check
No,54,100.05,One year,0,Fiber optic,Credit card (automatic)
No,47,20.25,Two year,0,No,Credit card (automatic)
No,41,20.65,Two year,0,No,Credit card (automatic)
No,13,53.45,Month-to-month,0,DSL,Mailed check
Yes,35,100.25,Month-to-month,0,Fiber optic,Electronic check
Yes,10,80.7,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,30,80.8,Two year,0,DSL,Bank transfer (automatic)
No,44,92.95,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,47,85.3,Two year,0,DSL,Credit card (automatic)
Yes,58,98.7,Month-to-month,1,Fiber optic,Electronic check
No,52,30.1,One year,0,DSL,Mailed check
Yes,7,80.3,Month-to-month,0,Fiber optic,Mailed check
Yes,20,73.65,Month-to-month,1,Fiber optic,Electronic check
,56,25.95,Two year,0,No,Bank transfer (automatic)
Yes,13,98.15,Month-to-month,0,Fiber optic,Mailed check
No,12,35.5,Month-to-month,0,DSL,Mailed check
No,54,94.1,One year,0,Fiber optic,Credit card (automatic)
No,13,19.65,One year,0,No,Electronic check
No,7,69.9,Month-to-month,0,Fiber optic,Mailed check
No,42,99.0,One year,0,Fiber optic,Electronic check
No,65,104.1,Two year,0,Fiber optic,Bank transfer (automatic)
No,49,109.2,One year,0,Fiber optic,Credit card (automatic)
No,62,20.3,Two year,0,No,Bank transfer (automatic)
Yes,32,96.2,Month-to-month,0,Fiber optic,Electronic check
No,11,20.0,One year,0,No,Mailed check
,13,56.0,Month-to-month,0,DSL,Electronic check
Yes,1,70.8,Month-to-month,0,Fiber optic,Mailed check
No,37,19.8,One year,0,No,Credit card (automatic)
Yes,1,89.55,Month-to-month,0,Fiber optic,Electronic check
No,1,19.65,Month-to-month,0,No,Mailed check
No,69,24.25,Two year,0,No,Bank transfer (automatic)
No,72,70.65,Two year,0,DSL,Credit card (automatic)
No,26,90.1,One year,0,DSL,Credit card (automatic)
No,3,29.2,Month-to-month,0,DSL,Mailed check
No,62,39.0,Two year,0,DSL,Bank transfer (automatic)
Yes,69,99.45,Month-to-month,0,Fiber optic,Credit card (automatic)
No,26,50.35,One year,0,DSL,Mailed check
No,40,50.85,Month-to-month,0,DSL,Electronic check
No,33,51.45,One year,0,DSL,Mailed check
No,72,80.85,Two year,0,DSL,Bank transfer (automatic)
No,3,54.2,Month-to-month,0,DSL,Electronic check
Yes,18,49.4,Month-to-month,0,DSL,Electronic check
No,68,60.65,One year,1,DSL,Bank transfer (automatic)
No,19,48.8,Month-to-month,0,DSL,Mailed check
No,7,45.75,Month-to-month,1,DSL,Mailed check
Yes,1,20.1,Month-to-month,0,No,Mailed check
No,56,94.8,One year,1,Fiber optic,Credit card (automatic)
Yes,7,20.0,Month-to-month,0,No,Bank transfer (automatic)
Yes,5,96.5,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,66,100.8,Month-to-month,1,Fiber optic,Electronic check
No,7,19.45,One year,0,No,Mailed check
No,1,19.05,Month-to-month,0,No,Mailed check
No,8,69.7,Month-to-month,1,Fiber optic,Electronic check
No,62,106.05,One year,0,Fiber optic,Credit card (automatic)
No,56,90.55,Month-to-month,0,Fiber optic,Electronic check
No,41,24.85,One year,0,No,Mailed check
No,57,74.35,Two year,0,DSL,Bank transfer (automatic)
Yes,1,24.8,Month-to-month,0,DSL,Electronic check
No,38,89.1,One year,0,Fiber optic,Mailed check
Yes,11,74.95,Month-to-month,0,Fiber optic,Electronic check
No,26,69.05,Month-to-month,0,Fiber optic,Credit card (automatic)
No,72,80.45,Two year,0,DSL,Bank transfer (automatic)
No,30,101.5,Month-to-month,1,Fiber optic,Electronic check
Yes,1,19.55,Month-to-month,0,No,Mailed check
Yes,1,70.85,Month-to-month,0,Fiber optic,Electronic check
No,68,78.45,One year,0,DSL,Electronic check
No,63,103.5,Month-to-month,1,Fiber optic,Electronic check
No,60,79.05,Month-to-month,0,DSL,Credit card (automatic)
No,19,20.6,Month-to-month,0,No,Mailed check
Yes,12,19.8,One year,0,No,Bank transfer (automatic)
Yes,41,70.25,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,25,54.75,One year,0,DSL,Credit card (automatic)
No,71,113.15,Two year,0,Fiber optic,Credit card (automatic)
Yes,56,25.15,Two year,0,No,Credit card (automatic)
No,8,21.05,Month-to-month,0,No,Credit card (automatic)
No,20,70.55,Month-to-month,0,Fiber optic,Credit card (automatic)
No,43,19.55,Two year,0,No,Mailed check
No,17,35.65,Month-to-month,0,DSL,Credit card (automatic)
No,44,19.6,Month-to-month,0,No,Mailed check
No,2,19.5,Month-to-month,0,No,Mailed check
No,71,19.9,Two year,0,No,Credit card (automatic)
No,72,108.65,Two year,0,Fiber optic,Bank transfer (automatic)
No,18,19.65,Month-to-month,0,No,Mailed check
,52,106.5,One year,1,Fiber optic,Electronic check
No,67,105.4,One year,1,Fiber optic,Credit card (automatic)
No,56,109.6,Month-to-month,0,Fiber optic,Mailed check
Yes,1,69.9,Month-to-month,0,Fiber optic,Mailed check
No,69,92.15,Two year,0,Fiber optic,Mailed check
No,1,19.85,One year,0,No,Credit card (automatic)
Yes,1,20.15,Month-to-month,0,No,Mailed check
No,25,19.9,One year,0,No,Electronic check
Yes,1,85.05,Month-to-month,1,Fiber optic,Electronic check
No,55,25.7,Two year,0,No,Bank transfer (automatic)
No,53,108.25,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,59,20.35,One year,0,No,Mailed check
Yes,16,98.75,Month-to-month,1,Fiber optic,Electronic check
No,7,71.05,Month-to-month,0,Fiber optic,Electronic check
No,3,30.75,Month-to-month,1,DSL,Electronic check
No,64,25.65,Two year,1,No,Credit card (automatic)
No,51,85.5,Two year,0,DSL,Credit card (automatic)
Yes,1,69.75,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,69,20.35,One year,0,No,Credit card (automatic)
Yes,1,69.1,Month-to-month,0,Fiber optic,Mailed check
No,38,20.4,Two year,0,No,Bank transfer (automatic)
Yes,3,19.6,Month-to-month,0,No,Mailed check
No,56,75.85,Two year,0,DSL,Credit card (automatic)
No,63,80.0,One year,0,DSL,Credit card (automatic)
No,11,54.55,Month-to-month,1,DSL,Electronic check
No,24,19.7,Two year,0,No,Mailed check
No,72,105.5,Two year,0,Fiber optic,Bank transfer (automatic)
No,69,105.1,One year,0,Fiber optic,Credit card (automatic)
No,56,99.8,One year,0,Fiber optic,Credit card (automatic)
Yes,17,76.65,Month-to-month,0,Fiber optic,Electronic check
No,18,25.1,Two year,0,No,Mailed check
No,11,19.55,Two year,0,No,Credit card (automatic)
No,45,51.0,One year,0,DSL,Bank transfer (automatic)
Yes,47,95.05,Month-to-month,1,Fiber optic,Electronic check
No,61,101.05,Two year,0,Fiber optic,Bank transfer (automatic)
No,66,74.25,One year,0,Fiber optic,Bank transfer (automatic)
No,42,54.55,Month-to-month,0,DSL,Credit card (automatic)
No,55,19.4,Two year,0,No,Credit card (automatic)
No,1,19.25,Month-to-month,0,No,Bank transfer (automatic)
No,68,54.4,One year,0,DSL,Electronic check
No,1,20.35,Two year,0,No,Mailed check
No,17,49.8,Month-to-month,0,DSL,Mailed check
No,15,51.1,Month-to-month,0,DSL,Electronic check
No,28,64.4,Month-to-month,0,DSL,Electronic check
No,28,105.8,Month-to-month,1,Fiber optic,Electronic check
No,40,19.6,Two year,0,No,Mailed check
No,63,108.25,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,15,89.85,Month-to-month,1,Fiber optic,Electronic check
Yes,14,105.95,One year,0,Fiber optic,Mailed check
Yes,54,55.0,Month-to-month,0,DSL,Credit card (automatic)
No,39,100.45,Two year,0,Fiber optic,Electronic check
No,48,39.4,Two year,0,DSL,Mailed check
,6,80.8,Month-to-month,1,Fiber optic,Electronic check
Yes,16,53.9,Month-to-month,0,DSL,Mailed check
No,44,77.55,One year,0,DSL,Mailed check
Yes,1,70.65,Month-to-month,0,Fiber optic,Mailed check
No,69,53.65,One year,0,DSL,Credit card (automatic)
No,49,43.8,Month-to-month,1,DSL,Mailed check
No,24,24.6,One year,0,No,Bank transfer (automatic)
No,71,23.95,Two year,1,No,Bank transfer (automatic)
No,61,98.45,One year,0,Fiber optic,Bank transfer (automatic)
No,18,20.1,One year,0,No,Mailed check
No,27,53.8,Month-to-month,0,DSL,Electronic check
No,64,111.45,One year,0,Fiber optic,Electronic check
No,1,19.85,Month-to-month,0,No,Mailed check
No,50,84.15,One year,0,DSL,Credit card (automatic)
No,30,70.25,One year,0,DSL,Bank transfer (automatic)
No,57,53.35,Two year,0,DSL,Credit card (automatic)
No,17,24.8,Month-to-month,0,No,Mailed check
No,51,87.55,One year,0,Fiber optic,Credit card (automatic)
Yes,2,29.85,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,2,85.7,Month-to-month,0,Fiber optic,Electronic check
No,60,94.15,One year,0,Fiber optic,Bank transfer (automatic)
Yes,67,108.75,Two year,0,Fiber optic,Credit card (automatic)
No,33,39.1,One year,0,DSL,Electronic check
No,38,70.6,One year,0,DSL,Mailed check
No,1,19.75,Month-to-month,0,No,Electronic check
Yes,1,74.95,Month-to-month,0,Fiber optic,Electronic check
No,16,20.4,Month-to-month,0,No,Electronic check
No,72,109.75,Two year,1,Fiber optic,Bank transfer (automatic)
No,41,74.55,Month-to-month,0,DSL,Credit card (automatic)
No,65,109.3,Two year,0,Fiber optic,Electronic check
No,72,19.55,Two year,0,No,Bank transfer (automatic)
No,67,20.05,Two year,1,No,Bank transfer (automatic)
No,49,106.65,One year,0,Fiber optic,Bank transfer (automatic)
No,19,88.8,Month-to-month,0,Fiber optic,Credit card (automatic)
No,69,85.4,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,47,25.4,Month-to-month,0,No,Electronic check
No,53,69.7,Two year,0,DSL,Bank transfer (automatic)
No,27,90.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,11,89.2,Month-to-month,0,Fiber optic,Electronic check
No,28,90.45,One year,0,Fiber optic,Electronic check
No,53,64.15,One year,0,DSL,Bank transfer (automatic)
No,19,20.25,One year,0,No,Credit card (automatic)
No,3,19.45,One year,0,No,Mailed check
No,23,60.0,One year,0,DSL,Bank transfer (automatic)
Yes,10,79.95,Month-to-month,0,Fiber optic,Electronic check
No,63,89.4,Two year,0,DSL,Credit card (automatic)
Yes,38,83.9,Month-to-month,0,Fiber optic,Credit card (automatic)
No,61,62.15,Two year,0,DSL,Mailed check
No,27,95.0,Month-to-month,0,Fiber optic,Credit card (automatic)
No,1,19.65,Month-to-month,0,No,Bank transfer (automatic)
Yes,13,91.1,Month-to-month,0,Fiber optic,Electronic check
,61,104.0,One year,0,Fiber optic,Electronic check
Yes,7,73.6,Month-to-month,0,Fiber optic,Electronic check
No,4,74.45,Month-to-month,1,Fiber optic,Electronic check
No,8,85.2,Month-to-month,1,Fiber optic,Electronic check
